Title,Description,Price
Engineering UK Internship Career Coaching Programme (10 Company Package with Interview Guarantee* and No Win No Fee*),"**Programme Background:**Engineering is one of biggest graduate recruitment sectors every year. Having a relevant internship experience on your CV would increase your full time application success significantly. No matter you areÂ a Mechanical Engineer, Civil Engineer, Electrical Engineer or Chemical Engineer, there are plenty of vacancies for you to choose from. By joining our Engineering High Flier Career Coaching Programme, you will be career coached by those who are currently working in the sector through our unique Platform and get trained for passing all the hurdles before reaching your dream offer! Moreover, there is aÂ **FREE**Â conversion coaching service at the end of your internship in order to help you to secure your full time offer! So why wait?",4699
iBank UK Full Time 10 Companies with 1 AC Guarantee* and No Win No Fee*,"This programme enables you to reach at least one assessment centre stage for some of the top Investment Banks listed below. If your ambition lies into investment banking, then don't miss this powerful programme to assist you along the way!",7999
Big6 UK Full Time 6 Companies with Offer Guarantee* and No Win No Fee*,This is CIUK'sÂ ultimate OFFER GUARANTEE&ast; programme. It is achievable dueÂ to CIUK's vast resources and experience in the graduate recruitmentÂ sector coupledÂ with our unique Online Career Interactive Platform. We are happy to offer this programme which gives you 100% confidence throughout your job hunting journey within the UK's top professional services industry. Â ,16699
Big6 + iBank UK Full Time 16 Companies with Offer Guarantee* and No Win No Fee*,"This programme is designed for candidates who want to apply for bothÂ Professional ServicesÂ andÂ Investment Banking industries with the aim of securing at least one full time graduate scheme offer among the sixteen companies, six Big6s and ten Investment Banks, included in the package.This is a combined career coaching programme of ourÂ Big6 UK Full Time 6 Companies with Offer Guarantee* and No Win No Fee*Â with ourÂ iBank UK Full Time 20 Companies with Offer Guarantee* and No Win No Fee*.Throughout the years, CIUK has helped hundreds of students to secure their dream job offers in their desired companies. With accumulated experience and unrivalled expertise combined with our unique online digital Platform, we are finally able to offer this combined career coaching programme which guarantees you an offer at one of the top-tier companies in the world.",18699
Big6 UK Full Time 6 Companies with 1 Partner Interview Guarantee* and No Win No Fee*,"This programme guarantees that you will at least reach the final Partner Interview Stage at one of the Big6 Companies in the UK. Of course, most of our candidates then went on to get the final offer!",13499
 Actuary UK Full Time 10 Companies with Two ACs Guarantee* and No Win No Fee*,"Are you studying Actuarial Science or from a strong Maths-related background? Do you want to become a UK qualified Actuary? With an annual starting salary of Â£80,000 for newly qualified Actuaries, it is difficult to say no. Qualified Actuaries are highly sought after in the UK as well as other developed and developing countries. This demand for talent is set to continue for many years to come. The UK is one of the leading players in the Actuary industry, in fact the world's first insurance company was established in the City more than 300 years ago. So if you can qualify for an Actuary role in the UK, you will be on course for a highly lucrative career path. By combining our unique digital platform with industry experience alongside our Actuary Mentor Network, we can guarantee success.Â This programme is one level below our 'Offer Guarantee*' programme however still impressively guarantees you reaching at least two assessment centres out of the 10 companies below",7699
Engineering High Flier (Netherlands) + Breaking into-Big6 (UK) Combined Full Time Career Coaching Programme (18 Company Package with Offer Guarantee* and No Win No Fee*),"This programme is designed for candidates who want to apply for bothÂ Professional ServicesÂ in the UKÂ andÂ Engineering Industry in the NetherlandsÂ and want to secure at least one job offer among the eighteen companies, six UK Big6s + twelve Netherlands Engineering Companies, included in the package. This is a combined career coaching programme of ourÂ Engineering High Flier ProgrammeÂ for the Netherlands andÂ Breakinginto-Big6Â in the UK.",17799
Tech Star (UK) + Tech Star (Netherlands) Combined Full Time Career Coaching Programme (20 Company Package with Offer Guarantee* and No Win No Fee*),This programme is designed for candidates who want to apply to both theÂ **Technology sectorsÂ in the UK**Â andÂ **the Netherlands**Â and want to secure at least one offer among the 20 companies (10 UK companies + 10 Dutch Companies) included in the package. This is a combined career coaching programme of ourÂ **Tech Star**Â in the UK andÂ **Tech Star Programme**Â for the Netherlands.,16699
FMCG UK Full Time Career Coaching Programme (10 Company Package with Interview Guarantee* and No Win No Fee*),"Do you love to get interaction with clients rather than sitting in the office all the time? Are you a very 'market-oriented' person rather than being very philosophical? If your answer is 'Yes' to both questions, then you probably can consider Fast Moving Consumer Goods Industry (FMCG) as your starting career option. Be warned, this career path is full of excitement as well as challenges! But one thing for sure, you will get rewarded properly if you do well!",3599
Tech Star UK Full Time Career Coaching Programme (16 Company Package with Offer Guarantee* and No Win No Fee*) ,"This programme is designed for candidates who come from an IT/CS/EEE - related background and want to get a top Technology-related job in the City. Given the fact that top IT giants like Google, Microsoft, IBM do not generally sponsor Tier 2 Visas in the UK, our programme is dedicated to the biggest Tier 2 Sponsors, which are Investment Banks and Professional Service Companies. Â Â Through the years, CIUK has helped hundreds of students to secure Technology-related dream offers in their desired companies and with this accumulated experience and unrivalled expertise, combined with our unique Online Interactive Platform, we are finally able to offer this unique combined career coaching programme concentrating on Technology related roles which guarantees you an offer in one of these top-tier companies in the world!",11699
"Spring Week Career Coaching Programme + CIUK Summer Internship Programme (for 1st Year Undergraduate; With 1st Round Interview Guarantee*, No Win No Fee*)","Spring Week Career Coaching Programme prepares you for entering the big multinational companies, whereas CIUK Summer Internship Programme guarantees you an internship offer in one of your desired small-to-medium companies in London. By joining this unique programme, you will have the opportunity to experience the best of 'both worlds', which is ideal for 1st year undergraduate students and would be hugely beneficial to boost your CV later on.",4499
Big6 UK Summer Internship 6 Companies with Offer Guarantee* and No Win No Fee*,This is CIUK'sÂ ultimate OFFER GUARANTEE&ast; summer internship programme. It is achievable dueÂ to CIUK's vast resources and experience in the graduate recruitmentÂ sector coupledÂ with our unique Online Career Interactive Platform. We are happy to offer this programme which gives you 100% confidence throughout your job hunting journey within the UK's top professional services industry.,13299
Engineering + Big6 UK Full Time Career Coaching Programme (16 Company Package with Offer Guarantee* and No Win No Fee*),"This programme is designed for candidates who want to apply for both theÂ Engineering SectorÂ andÂ Professional Services IndustryÂ are aiming to secure at least one full time graduate scheme offer among the sixteen companies, ten Engineering Companies and six Big6s, included in the package.Â Whether or not you are an Electrical/Chemical/Mechanical/Civil/Aerospace Engineer, this programme is ideal for you to get into a world-leading engineering company in the UK while having the Big6 company option as a parallel route. As you are probably aware, Big6 companies are the biggest graduate recruiters across all industries in the UK every year.",15999
Big4 + iBank UK Full Time 10 Companies with Interview Guarantee* and No Win No Fee*,"Want to get into a Big4 or Investment Banking but need a bit of support? Although this is a ten company package, it still comes with a First Round Interview Guarantee*!  By combining two industries together, you are maximising your chances of getting into one of the top financial service companies. With accumulated experience and unrivalled expertise combined with our unique online digital Platform, we can work together to increase your chances of success. ",4299
CIUK Introductory Full Time Career Coaching Programme,"At Career Interactive, adding value for our customers lies at the heart of our company's beliefs. Over the last 7 years our prices have been steadily coming down. This can only be achieved because of our increased efficiency and economies of scale, as well as continuously improving standards and results. We have constantly listened to our customer's feedback and we are pleased to offer this**Â 'CIUK Introductory Full Time Career Coaching Programme',Â **so that many more can benefit from CIUK's programmes.This programme has exactly the same format of all of our other programmes and provides an introduction to almost all of our Premiere services. This programme is primarily designed for those who need access to CIUK's services and platform but to a lesser extent.",1649
Big4 UK Internship 4 Companies with Interview Guarantee* and No Win No Fee*,"Are you looking for a summer internship/placement year at one of the Big4s in the UK? Then this is the right programme for you to maximise your chance. By fully utilising our online digital platform, you will be able to take advantage of all the resources below in order to secure yourself a great summer internship/placement year offer! This service also includes a FREE coaching service to help convert you into a full time role at the end of your internship/placement!",2999
City Lawyer UK Internship 10 Companies with Interview Guarantee* and No Win No Fee*,"London is the Legal Capital of the world. That is why most of the worldâ€™s top law firms have headquarters and a strong presence in the City. This programme aims to help you secure your trainee contract at one of the top law firms in the UK with the added capacity for you apply for Big4 as a plan B.Please note that you do not have to study for a Law degree to apply for a trainee contract in the law firms. If you are studying towards LLM with no prior Law degree in the UK, you will still need to do a GDL (Graduate Diploma in Law) course followed by a LPC (Legal Practice Course). However you should start looking for a training contract before you graduate from your university, because Law Firms start their recruitment process 2 years in advance. The other benefit of securing your offer while studying your GDL or LPC course is that the Firm may sponsor your tuition fee and even living expenses!",3499
Big4 + iBank UK Full Time 10 Companies with 1 AC Guarantee* and No Win No Fee*,"This is a combined career coaching programme of ourÂ Big4 UK Full Time and iBank UK Full Time programmes, with at least one assessment centre invitation is guaranteed*. This is a ideal programme for those who wants to apply for both Professional Services and Investment Banking Industries in the UK.Compared with our Offer Guarantee* programmes, this is lesser programme in terms of coaching content, however it is still a very good programme to have in hand to increase your chance of offer.",7999
Summer Internship (Penultimate Year) + Full Time (Final Year) Combined UK Career Coaching Programme (24 Company Package with 1st Round Interview Guarantee* and FREE CIUK Summer Internship Programme),"Are you a penultimate year student who wants to experience UK's working culture first with an aim to secure a full time offer later on? Are you determined to set your foothold in one of the UK's top multinational companies for starting your early career? By combining the Summer Internship andÂ the Full Time career coaching programmes together, you will have 2 years' full access to CIUK's servicesÂ and your chance of success is guaranteed to maximise to its full potential! Now the programme also comes with 1st round interview guarantee* for both Summer Internship and Full Time roles, no wonder it is becoming one of our top chosen packages!",9999
Engineering UK Full Time Career Coaching Programme (10 Company Package with Interview Guarantee* and No Win No Fee*),"Engineering is one of biggest graduate recruitment sectors every year. No matter you areÂ a Mechanical Engineer, Civil Engineer, Electrical Engineer, Chemical Engineer or Aerospace Engineering, there are plenty of vacancies for you to choose from. By joining our Engineering High Flier Career Coaching Programme, you will be career coached by those who are currently working in the sector through our unique Platform and get trained for passing all the hurdles before reaching your dream offer!",4499
Engineering High Flier Netherlands Career Coaching Programme (20 Company Package with Offer Guarantee* and No Win No Fee*),"Have you ever wondered about working and living in the Netherlands? Are you disheartened by the opportunities that the UK has, due to the negative Visa climate, particularly if you need to apply for a RCoS Tier 2 (General)? The Netherlands has an excellent reputation for converting 97% of its graduates to full time work.",10299
Finance Star Netherlands Career Coaching Programme (20 Company Package with Offer Guarantee* and No Win No Fee*),"Have you ever wondered about working and living in the Netherlands? Are you disheartened by the opportunities that the UK has, due to the negative Visa climate, particularly if you need to apply for an RCoS Tier 2 (General)? The Netherlands has an excellent reputation for converting 97% of its graduates to full time work.Despite being amongst the smallest countries in Europe, the Netherlands has a strong economy. With plenty of career paths, going Dutch could be the answer!Â **Plus, the official working language in the Netherlands is English at multinational companies and you can apply for permanent residence after working in the Netherlands for 5 years, which gives you the right to live, travel and work in any country in the European Economic Area!**",11299
Tech Star Netherland Career Coaching Programme (20 Company Package with Offer Guarantee* and No Win No Fee*),"Have you ever wondered about working and living in the Netherlands? Are you disheartened by the opportunities that the UK has, due to the negative Visa climate, particularly if you need to apply for an RCoS Tier 2 (General)? The Netherlands has an excellent reputation for converting 97% of its graduates to full time work.Despite being amongst the smallest countries in Europe, the Netherlands has a strong economy. With plenty of career paths, going Dutch could be the answer!Â **Plus, the official working language in the Netherlands is English at multinational companies and you can apply for permanent residence after working in the Netherlands for 5 years, which gives you the right to live, travel and work in any country in the European Economic Area!**",10699
Big4 + iBank + FMCG UK Full Time 14 Companies with Interview Guarantee* and No Win No Fee*,"If you want to get a top graduate job in one of the Big4s, Investment Banks or Fast Moving Consumer Goods Companies, this combined career coaching programme is the ideal match for you. This programme enables you to choose any of the five Investment Banks, five FMCG companies from the list below plus all four Big4s. After joining you will be able to utilise CIUK's digital platform and resources for all three industries and maximise your chances of getting a top offer.",4599
Engineering + Big6 UK Full Time Career Coaching Programme (16 Company Package with Two AC Guarantee* and No Win No Fee*),"This programme is designed for candidates who want to apply for both theÂ Engineering SectorÂ andÂ Professional Services IndustryÂ are aiming to secure at least two assessment centre invitations among the sixteen companies, ten Engineering Companies and six Big6s, included in the package.Â Whether or not you are an Electrical/Chemical/Mechanical/Civil/Aerospace Engineer, this programme is ideal for you to get into a world-leading engineering company in the UK while having the Big6 company option as a parallel route. As you are probably aware, Big6 companies are the biggest graduate recruiters across all industries in the UK every year.Why can our programme can guarantee* two assessment centre invitations? Through the years, CIUK has helped hundreds of students secure their dream graduate job offer in their desired company using accumulated experience and unrivalled expertise coupled with our unique online digital platform. That is why we are able to offer this unique combined career coaching programme which guarantees you an offer at one of the top-tier companies in the world.",8999
City Lawyer + Big6 UK Full Time 16 Companies with 2 ACs Guarantee* and No Win No Fee*,"London is the Legal Capital of the world. That is why most of the world's top law firms have headquarters and a strong presence in the City. This programme aims to help youÂ secure your trainee contract at one of the top law firms in the UK with the added capacity for you apply for Big4 as a plan B.Please note that you do not have to study for a Law degree to apply for a trainee contract in the law firms. If you are studying towards LLM with no prior Law degree in the UK, you will still need to do aÂ **GDL (Graduate Diploma in Law)**Â course followed by aÂ **LPC (Legal Practice Course)**. However you should start looking for a training contract before you graduate from your university, because Law Firms start their recruitment process 2 years in advance. The other benefit of securing your offer while studying your GDL orÂ LPC course is that the Firm may sponsor your tuition fee and even living expenses",7999
Summer Internship (Penultimate Year) + Full Time (Final Year) Combined UK Career Coaching Programme (32 Company Package with One Internship Offer AND One Full Time Offer Guarantee* and FREE CIUK Summer Internship Programme),"This programme is designed for penultimate year (e.g. 2nd year; 3rd year if going to do a Master or from a 4 year course) candidates who want to apply bothÂ **Professional Services**/**Investment Banking/Actuary/Management Consulting/Engineering/Commercial Law industries**Â and want to secure at least one internship and one full time graduate scheme offer among the 32 companies (16 for Summer Internship + 16 for Full Time Positions) included in the package. This is a combined career coaching programme of ourÂ *Breakinginto-Big6 (6 Company Package; with Offer Guarantee*), Breakinginto-iBank (20 Company Package; with Offer Guarantee*), Engineering High Flier and City Lawyer Head Start*Â programmes but specifically designed for penultimate year students. Remember, securing an internship is very important for securing the full time positions later on especially for Investment Bank positions.",22899
Finance Star (Netherlands) + Breakinginto-Big6 (UK) Combined Full Time Career Coaching Programme (20 Company Package with Offer Guarantee* and No Win No Fee*),"This programme is designed for candidates who want to apply both theÂ **Professional Services Industry**Â **in the UK**Â and theÂ **Finance Industry in the Netherlands**Â and want to secure at least one offer among the 20 companies, UK Big6 companies and fourteen Dutch Financial Companies, included in the package. This is a combined career coaching programme of ourÂ **Finance Star Programme**Â for the Netherlands andÂ **Breaking into-Big6**Â in the UK.If you are from an Accounting/Finance/Economics/Business/Management/Maths/Statistics - related background and wish to keep your options open for opportunities in the UK and the Netherlands then this is an ideal programme for you. The UK's Big 6 companies are the biggest graduate Tier 2 sponsors for international students and the majority of the vacancies there do not have a specific academic discipline requirement. The Financial Industry in the Netherlands has a critical skills shortage and highly skilled migrants are in high demand currently, so this unique combined programme gives our candidates the best chance to secure a top graduate job offer in one of these highly developed countries in the world.",18699
